,0,1,2,3,4,5,6,7,8,9,10
2017/1/27,2.007618847,-0.86549236,-0.945316963,0.782635234,-0.548681794,0.126816874,-1.102062913,-0.279356144,4.843855661,0.047381336,0.086397034
2017/1/28,2.666396466,-0.543268508,-2.066229822,-4.260108092,-0.655134597,0.024739028,-0.719836427,-0.47585432,4.055634585,0.007356164,0.116914889
2017/1/29,0.80988156,-0.558707409,-2.827053097,-3.722337234,-0.156975343,0.058997435,-0.936216265,-0.538166906,4.087776883,0.03126496,-0.118290602
2017/1/30,0.586082401,-0.433977692,-2.047427908,-5.709521076,0.347892286,0.042020006,-1.068020225,-0.293414466,5.529206341,0.016475229,0.11727523
2017/1/31,2.790796172,-0.544791118,-2.573439008,-0.682005783,0.437789627,0.052512842,-0.749597996,-0.142372832,3.882526534,0.051376734,0.07944169
2017/2/1,0.81407208,-0.326203638,-2.868163284,-2.229250739,0.334412917,0.173329354,-2.994407745,-13.05767824,1.676349541,-0.722180951,-0.294836981
2017/2/2,1.510348794,-1.295471693,-2.171465544,0.116141854,-0.666928417,-0.860578902,-0.429184925,-0.657773375,1.088350364,0.110268911,-2.584606632
2017/2/3,0.919553541,-0.987567857,-2.955133615,-0.080551799,0.151796908,0.197119672,-0.961146681,-0.614725397,-0.540503475,0.104529584,-0.277425449
2017/2/4,1.554505217,-0.634946682,-1.395163024,0.077094028,-0.042508335,0.148548761,-2.355326354,-0.677710946,1.297874249,0.199684315,-0.589303717
2017/2/5,1.213826299,-0.420615687,0.209494562,-0.101458788,-0.529590478,0.063079815,-1.864524557,-0.406310225,0.613837824,0.127456779,-1.304331226
2017/2/6,1.473784378,-1.168991924,-2.484721221,-1.832502614,0.467041795,0.107528696,-2.080398652,-4.25732127,2.427509643,-0.823791588,-1.422069571
2017/2/7,0.966100235,-0.289112596,-2.253563682,0.907415133,0.554938487,-1.048106609,-1.235423513,-1.680756457,1.038354488,0.118816219,-0.365144741
2017/2/8,1.393499434,-2.076033344,-2.786997898,-0.752047599,-0.105283497,-0.040726744,-1.425276644,-4.371511665,0.486671579,-0.399110199,-1.336198732
2017/2/9,0.610576227,-0.688879768,-1.063409989,-2.33815339,0.131425482,-0.538975108,-1.411106102,-2.150006068,0.360861025,-0.106356801,0.258501122
2017/2/10,1.470384326,-0.815940896,-1.096583098,-2.384180713,0.278299308,-0.157664114,-1.443237648,-1.160439266,1.831862818,0.088903565,-0.370337956
2017/2/11,1.067958541,-1.29571578,-0.474665778,-0.392968575,-0.496392087,0.07420694,-1.204487129,-2.689864126,0.83318432,-0.260517194,-0.211190266
2017/2/12,1.335925678,-0.538036047,-0.565878319,-2.023516442,0.391922333,-0.259156111,-1.011418382,-0.68134427,2.419033888,0.093963108,0.079061203
2017/2/13,1.34458373,-0.580711873,-5.450602326,-0.762701794,-0.100573884,0.086350207,-0.934891992,-0.954903608,3.752296328,0.088396829,0.175161584
2017/2/14,1.051377105,-0.556594163,-4.388769478,-1.899212217,0.19717077,0.143081859,-2.658418578,-5.415540565,-3.849826253,-0.272939453,-1.100141786
2017/2/15,0.874863508,-0.62898142,-2.859210885,-1.898311426,0.218739841,-0.325071333,-1.50939579,-1.669343352,0.732635647,-0.079330165,0.012699026
2017/2/16,1.724588688,-0.484081144,-2.910406782,-1.386063367,0.293217168,-0.075077824,-0.986382898,-0.901298287,4.433163713,0.084768376,0.146510382
2017/2/17,4.775027395,-2.559984124,-2.808280685,-0.88175003,0.226876142,0.081372564,-1.205717546,-0.812231093,3.16804242,0.084988136,-0.025817959
2017/2/18,4.402518253,-1.987257928,-3.010470054,-2.171835558,-0.258322268,0.170950422,-0.951015866,-0.56985228,3.352618853,0.059603439,0.087270257
2017/2/19,0.997087777,-0.644998116,-1.425141329,-4.120452839,0.227470285,0.147775065,-1.202675515,-1.128631367,1.650548566,0.042606669,-0.057001561
2017/2/20,1.110273572,-0.432066746,-1.157078586,-4.385666624,0.217172947,0.012194716,-0.820057623,-0.662697028,3.511037474,-0.040625511,0.284118058
2017/2/21,1.361968231,-0.961969637,-3.608310291,-4.311865996,0.239648405,-0.039300642,-1.102549034,-0.701652815,3.416130843,0.030532557,-0.05601665
2017/2/22,0.491623115,-0.305992382,-6.018938387,-3.238890846,0.26623854,0.033147365,-1.485934291,-1.211400225,0.970106488,0.08490775,-0.056995445
2017/2/23,1.037447322,-0.935791851,-0.911891746,-3.527325503,0.27821827,0.051719667,-1.021141872,-0.861386166,5.692989094,0.028376445,0.005071792
2017/2/24,1.173029441,-0.812118119,-2.976767434,-1.94006804,0.265633317,-0.070347658,-0.857062864,-0.773220591,2.464825801,0.041504532,-0.08666943
2017/2/25,1.145150846,-0.922449859,-4.129439544,-3.960211631,0.250735866,0.022149569,-1.359720068,-1.197031724,0.86948698,0.054007368,-0.05372621
2017/2/26,1.698449079,-0.17683211,-1.894766955,-3.61200206,0.246912848,0.033857416,-0.930866051,-0.60582036,5.091862461,0.028701012,0.000285135
2017/2/27,0.937584471,0.409518645,-0.569517417,-3.056312292,0.274932551,0.026537849,-0.431231368,-0.427046003,4.584222292,0.009706183,0.02853555
2017/2/28,1.483547062,0.354029805,-1.570051468,-3.910189877,0.251001002,0.040543021,-0.791805218,-0.75665282,3.774930691,0.030293916,0.108717245
2017/3/1,0.787477818,-0.725388888,-4.211314713,-2.029063776,0.272053113,0.044303246,-0.99858823,-0.542130774,1.820204903,0.072314257,-0.012824194
2017/3/2,0.900235375,-0.838531088,-2.347628837,-3.43640014,0.248889023,0.049558269,-0.964382368,-0.864718893,2.278435372,0.095842879,0.251922691
2017/3/3,1.212699691,-0.339701562,-2.147831031,-5.087082972,0.277776027,0.03252166,-1.279984715,-1.171182611,3.551193191,0.078465911,0.066218645
2017/3/4,1.188698165,-0.462873337,-1.434602444,-3.134220639,-0.005478464,0.019374471,-2.300691783,-2.344231863,1.556344038,0.084508477,-0.900785994
2017/3/5,0.971785465,-0.239889258,-1.640429216,-3.405383644,0.318731039,-0.924112617,-1.257487782,-1.331439709,3.088060574,0.086138043,-0.134745208
2017/3/6,0.919788235,-0.828501466,-2.326538774,-2.717182474,0.316581704,-0.188785031,-0.882204281,-0.810168352,0.934357212,0.044484885,-0.103314176
2017/3/7,1.304955139,-0.669975658,-1.614175996,-1.317121059,0.316622605,0.041856576,-1.000731473,-1.040536373,3.985550436,0.085938869,0.253518263
2017/3/8,2.02367527,-0.479844205,-2.675755223,0.864968514,0.181174126,-0.511451046,-1.343488216,-1.366627272,2.219328115,0.070635532,-0.347755166
2017/3/9,0.841787232,-0.854051225,-3.028907598,-3.301068814,0.304778424,0.08205309,-1.362168651,-1.0926583,1.777588661,0.110681177,0.106589072
2017/3/10,0.660020394,-0.282275282,-4.356197631,-1.110217154,-0.136128921,0.102515666,-1.883232039,-2.004976254,-1.675288269,0.16076415,0.01779661
2017/3/11,1.400236993,-1.085012521,-4.093504052,0.581560354,0.298661603,0.078504783,-1.513309139,-1.366491848,3.00768066,-0.115747274,-0.31822278
2017/3/12,0.465032849,-0.748503855,-5.195070844,0.315027799,-0.029641545,-1.044869101,-2.304324229,-0.835790107,1.542042888,0.11108336,-2.220615198
2017/3/13,0.828822165,-0.91270441,-0.996491075,-0.073278339,-0.190558055,0.126172548,-0.996677161,-1.366675452,-1.467680749,0.15406933,-0.441016509
2017/3/14,0.880444566,-0.400295695,0.093412213,-1.644563246,0.26160712,-0.512346794,-1.267119902,-0.368992918,2.713510032,0.14183708,-0.548724304
2017/3/15,0.384768936,0.009054169,-1.22314052,-1.347176193,0.015590555,0.103296165,-1.681766733,-1.956500891,-21.51750016,-0.177515538,-0.221072056
2017/3/16,0.684968577,-0.572824656,-0.893189372,-0.652196046,0.238701341,0.064950655,-2.493099818,-0.611280625,-18.01558604,0.139107864,-0.921678138
2017/3/17,1.094214356,-0.787557246,-1.624138678,-1.26128223,0.2615276,-0.241747315,-1.244611114,-4.619686467,-21.87250591,-0.343108511,0.21948248
2017/3/18,1.074698125,-0.170408925,0.81788863,0.505021291,0.281067473,0.005121857,-1.102831396,-0.941358209,-18.58147776,0.121319925,0.130690941
2017/3/19,1.087287195,-0.284287052,-2.017713006,-1.450085462,0.229631976,-0.326989264,-1.031379602,-0.643055385,-15.57649945,0.111561453,0.090769782
2017/3/20,1.0595065,-0.224355302,-2.714232909,-4.058733441,0.281498381,-0.012087396,-1.037128177,-1.999724915,-16.89438643,-0.15596724,-0.006966516
2017/3/21,0.831364029,-0.872561227,-2.056724813,-1.577470534,0.294461248,0.02051979,-2.168867455,-0.921873718,-20.55440685,0.086848756,-0.793690891
2017/3/22,1.014884442,-2.396569267,-1.990634998,-4.429550078,0.266324749,0.018055164,-1.096649915,-2.678220605,-19.85648131,-0.371997316,0.529446169
2017/3/23,3.1580904,-0.367992242,-5.457871972,-3.174354831,-0.351522915,-0.127217398,-1.094427534,-1.023971911,-23.75599503,0.060754909,0.036934109
2017/3/24,1.302385914,-0.923894196,-1.949678331,-4.344724537,0.275762074,0.050571162,-1.449167438,-0.988588364,-20.76346868,0.068825706,0.140120899
2017/3/25,0.91615103,-0.798129448,-4.562503706,-5.23073559,0.289895583,0.059324524,-0.76603044,-1.34554193,-19.71077696,0.08139683,0.458777571
2017/3/26,-0.051545242,-0.569630952,-3.864033608,-2.377961268,0.280884946,-0.064185976,-1.16652329,-0.66350766,-19.44883756,0.027567971,-0.049364503
2017/3/27,0.910599739,-0.986189335,-1.507995436,-2.826649183,0.295546715,-0.59497412,-1.342749233,-1.063111614,-20.58287466,0.073715778,-0.018725753
2017/3/28,1.205813283,-0.472801217,-4.370858225,-3.894052657,0.176511414,0.062597124,-1.144003924,-0.869610618,-22.47235805,0.113467105,-0.00279743
2017/3/29,0.574788969,-0.681563086,-4.457774037,12.2610263,0.30229946,0.052589952,-1.842707368,-1.091317945,-21.53497568,0.072043921,0.156648195
2017/3/30,0.880319473,-0.588331035,-1.611412921,6.038935424,0.272716471,0.045210475,-1.361889007,-0.816492497,-17.55213601,0.156060164,-0.618826087
2017/3/31,0.732320341,-0.458361178,-1.670331321,5.570263374,0.282665725,0.069962093,-0.89939428,-11.97953234,-2.524446497,-0.400154403,0.121204821
2017/4/1,1.138394348,-0.259422065,-1.857379616,-2.375380633,0.09222788,0.034079004,-1.26530148,-0.859746385,5.146768072,0.076386351,-0.23004778
2017/4/2,0.626674892,0.416345147,-1.853543108,-1.121056323,0.293936282,0.088512942,-1.865670001,-0.782086839,1.866612726,0.097244626,-0.342292822
2017/4/3,0.409604368,-0.813902991,-0.811215376,1.025225937,0.306917634,0.068027801,-1.583898611,-1.631341523,1.302231623,0.115487989,0.021795461
2017/4/4,-0.069958429,-0.70625536,-4.052183743,-0.564207108,0.053049905,0.070706856,-1.483928189,-1.260515201,1.76989238,0.161647573,0.021982799
2017/4/5,0.829559959,-0.675786205,-1.648579879,-1.852660429,0.311344932,-0.240024988,-1.886149989,-1.555357967,-2.185555732,0.196802045,-0.241883144
2017/4/6,0.886074399,-1.144754275,-1.321278374,-2.099615448,0.326945278,0.069661528,-1.251834447,-1.338290167,4.553092454,-0.029591449,-0.015061417
2017/4/7,-0.139817344,-2.117106604,-2.495731105,-0.798776826,0.150365874,0.084742626,-1.527377651,-1.009869555,0.074361881,0.039132955,-0.173137312
2017/4/8,1.079852032,-0.881838459,-4.022184807,-1.819117382,0.281281901,-0.270976379,-2.416348237,-1.054128445,3.895224819,0.132137695,-0.372678052
2017/4/9,0.794299203,-1.192652412,-1.230882792,-0.160086439,0.291464516,0.075534945,-1.835054699,-2.454863872,2.612409597,0.13971934,0.085960797
2017/4/10,0.195492407,-0.586182212,-2.099408455,12.88193589,0.281848339,0.091853329,-1.500079594,-1.254952936,-0.793337064,-0.199361976,-0.976327645
2017/4/11,0.606739877,-0.138020169,-0.536372018,8.306785249,0.272261822,-0.091313941,-1.370223338,-0.946532601,1.754723138,0.137645303,-0.909377254
2017/4/12,1.036564335,-0.564732178,1.479705502,2.791507356,0.190394254,0.056680658,-2.298528839,-2.434046322,2.091607844,0.148521736,-1.151295751
2017/4/13,1.014807569,-1.142770727,0.722405816,-0.603239599,0.269979784,0.065055596,-0.903508584,-0.480469651,-3.675834628,-0.157460507,-0.128366471
2017/4/14,1.011438855,-0.419639949,-1.93309239,-2.265816336,0.29885566,0.065495077,-0.942111475,-0.764620808,1.096007293,0.12747099,-0.590264273
2017/4/15,1.071146194,-0.951532284,-1.478954875,7.184668268,0.286287267,0.046107604,-1.08979368,-1.039049208,0.228632587,0.133235249,0.084170575
2017/4/16,0.975486404,-0.41972882,-3.526004861,-1.755082502,0.279731569,-0.037803175,-1.381896957,-0.654607441,3.3869949,-0.075325351,0.025186502
2017/4/17,0.978742544,-1.022354386,-2.406944543,-3.682981065,0.204725019,0.034315608,-0.876367825,-1.126825837,4.846290604,0.06973931,0.116933079
2017/4/18,1.136865733,-0.849064561,-5.933963423,-2.970546566,0.292723691,0.051258592,-0.954729684,-0.702951946,4.015599524,0.078461217,0.162049785
2017/4/19,0.968821432,-0.153446421,-1.518381159,-4.832761775,0.269026345,0.059201813,-1.379644461,-1.03639366,3.304600314,0.08348494,0.539600636
2017/4/20,0.966594792,-0.327497389,-2.246983432,-3.646600212,0.27059941,0.044092775,-1.526782915,-1.046372959,4.204524551,0.08992225,-0.207477507
2017/4/21,0.615691686,-0.097242677,-2.404972481,-3.057295087,0.269969728,-0.209127274,-1.305020463,-1.39693278,1.622950543,-0.011636238,-0.072220554
2017/4/22,-0.206304223,-0.741900401,-2.553291517,-5.335955091,0.149884708,0.07601811,-1.510420559,-1.268857203,0.868034181,0.100931823,0.00505363
2017/4/23,0.521458113,-0.735692446,-1.706907443,-1.510294042,0.269729475,0.045073059,-0.822796932,-1.188424253,4.337660142,0.103775405,-0.039457754
2017/4/24,0.53846534,-0.299524698,-1.020516977,-3.03607485,0.294367121,0.050147491,-1.684318751,-1.352339585,4.215239593,0.097445897,-0.030362966
2017/4/25,0.52385317,-0.287240312,-1.767962563,-5.130181726,0.281120512,0.036481142,-1.778002435,-0.657019092,3.61639015,0.083063024,-0.204803331
2017/4/26,2.348850324,-1.078477116,-1.691242919,-2.64949785,0.278120541,-0.115766946,-1.701110826,-1.409064315,1.140517784,-0.040188607,-0.168953161
2017/4/27,3.328104109,-0.735930214,-1.516177722,-2.66191589,0.264113218,0.04589495,-1.401866252,-1.506837256,0.444822068,0.109597335,-0.11620089
2017/4/28,0.003266326,-0.45098509,-0.857487045,-4.138942508,0.25115377,0.054048707,-1.465735384,-1.632628657,2.666178138,0.075408825,0.19251609
2017/4/29,0.873861952,-1.005466979,-4.357250894,-4.493427267,0.279496375,0.041925285,-1.319023257,-1.293045757,3.446748032,0.080053454,0.305742565
2017/4/30,0.197526759,-0.268060027,-3.702448898,-4.174202618,0.306285163,0.043451011,-1.558043474,-1.519499754,3.781990768,0.086443976,-0.02228127
2017/5/1,2.639990909,-0.196553303,-2.179725409,-3.467670663,0.302160298,0.028506928,-1.25197457,-1.306316505,2.982012627,0.107752785,-0.12110965
2017/5/2,0.916471056,-1.17942996,-3.811131917,-1.621305839,0.157448015,0.014339601,-1.285568818,-1.388216656,4.01202486,0.08945855,0.232722961
2017/5/3,0.700579455,0.270693691,-1.674852349,-3.676395978,0.284935235,0.051147279,-1.156072485,-1.161109166,8.21E-06,-0.068272223,0.278276969
2017/5/4,1.435423883,-0.966346411,-2.546033361,-3.593850011,0.292747839,0.060550808,-0.903147339,-1.109619974,4.810410027,0.068325459,-0.010685944
2017/5/5,0.53836584,-0.448220998,-4.103601596,-2.631135918,0.296725628,0.046262237,-1.521937875,-1.059439894,3.166873954,0.077471553,0.181678518
2017/5/6,0.483992059,-0.23943352,-3.466845961,-1.748382836,0.104868743,-0.202379199,-1.636110919,-1.007204777,4.225813189,0.061094107,0.29523156
2017/5/7,1.316600678,-0.216483901,-5.380704718,-2.744162376,0.28274791,0.057273142,-1.89288502,-1.120050375,3.95423661,0.032177117,-0.12876843
2017/5/8,1.312951435,-0.332965099,-3.513306503,-0.340026424,0.271016037,0.059194958,-2.032171237,-1.058060532,3.020525955,0.078767685,-0.11934358
2017/5/9,0.649562141,-0.357696747,-2.057945164,-2.059146229,0.133320139,0.066901024,-1.436348197,-1.314352497,1.253883901,0.119649225,-0.874240911
2017/5/10,0.001609997,-0.351176669,-4.48374414,0.328948178,0.262495036,-0.180252885,-1.653501143,-1.145397999,0.715404086,0.140535748,0.050998374
2017/5/11,0.970779288,-0.291020733,-1.550826118,-0.899127366,0.262422499,0.051735484,-1.667569095,-1.186026729,-0.420135019,0.148418356,-0.014431086
2017/5/12,0.616396569,0.071005575,-2.094629217,-2.636221667,0.270713296,0.050185865,-2.025143671,-0.877829321,4.185118742,0.104135708,-0.22785538
2017/5/13,0.708689779,-0.269789789,-1.954944728,-1.270441562,0.244894691,-0.086492052,-1.303532932,-1.24509336,1.980469492,0.121184621,-0.477518707
2017/5/14,1.751954221,-0.149656505,-1.32951107,7.462274514,0.121459261,0.032402855,-1.265962979,-1.695239231,1.802037573,0.123667622,0.25378272
2017/5/15,6.041672076,-0.460378171,-1.242592813,-4.490531621,0.256977997,0.046731044,-1.385989314,-1.237554365,2.443866747,0.085352727,-0.042562193
2017/5/16,2.157007903,-0.116006717,-0.409590296,-5.082592462,0.234487735,0.052539404,-1.277966238,-1.176896111,4.603189017,0.081372905,0.15096677
2017/5/17,0.540231999,-0.649887911,-3.303984131,-2.801217513,-0.037759467,0.058534063,-1.164481897,-1.760746284,3.65098662,0.082776836,0.025254003
2017/5/18,3.209450276,-0.730090301,-1.417792238,-3.620612429,0.281287164,-0.059559541,-1.728185441,-1.188983062,0.745447839,0.069361358,0.118844444
2017/5/19,5.607261583,-0.749394023,-4.576259022,-2.755658446,0.233899814,0.023937596,-1.889535601,-1.148968616,5.678987291,0.059380526,0.02811479
2017/5/20,2.185926159,-2.585358949,-0.146953225,-3.328046259,0.292393914,0.013451001,-1.721905072,-1.597344339,3.491752577,0.068203073,-0.144621327
2017/5/21,3.759982361,-1.156638624,-0.187396374,-4.896713314,0.266027314,-0.272076112,-1.486485545,-1.020875159,2.335225144,0.092117469,0.003147091
2017/5/22,3.287086358,-0.998360752,-2.096841885,-1.752372562,0.278657771,0.087339654,-1.294461568,-3.760153666,1.780382386,0.097861073,-0.007958937
2017/5/23,0.890699633,-1.277354674,-0.979892496,-2.523176668,0.055740667,-0.116568394,-1.964873858,-1.354866881,1.450290892,-0.120093599,0.474262665
2017/5/24,4.635985918,-0.337463835,-0.9186283,-3.254024473,0.077556271,0.050116053,-2.289529622,-1.307849129,3.509131451,0.069769391,-0.153604705
2017/5/25,1.048438854,-0.434095548,-4.40272967,-2.418025853,0.266218202,-0.098318573,-2.605714368,-1.223296756,3.182619387,0.02910129,-0.27236172
2017/5/26,0.282340646,-0.852918795,-2.312194679,-0.865673662,0.26691488,0.02399259,-2.294905687,-1.481942702,-0.094597115,0.114153629,-0.752644663
2017/5/27,1.793438058,-0.767576065,-4.571782776,-0.244520951,0.284939594,-0.386142207,-2.916724171,-2.163586488,-3.044429269,-0.853169611,-0.43663354
2017/5/28,-0.04394249,-0.559940091,-3.935019477,-0.918887506,0.265514859,-0.116807889,-1.695861694,-1.402944157,-2.151487353,-0.230838863,0.629284663
2017/5/29,0.593014383,0.246077786,-1.113043791,-3.359616932,0.255605765,0.02915715,-1.579115678,-1.736817551,0.837886377,0.126458142,-0.367383808
2017/5/30,-0.084069883,-0.505772091,-1.246553026,4.774698362,0.264319937,0.048953995,-2.887584438,-1.180307317,-1.749276579,-0.1512116,-0.867864933
2017/5/31,-0.725429715,-0.532504887,-3.234331374,1.948404804,0.077894085,0.062273877,-1.96490892,-1.270033851,1.668998914,0.130712658,-0.799112179
2017/6/1,0.549570068,-0.358844283,-4.431561581,-0.501216949,0.232519862,0.031787124,-1.769408519,-2.104220025,-1.850795955,0.111467501,-0.054711736
2017/6/2,1.744921898,-0.215818706,-2.666527191,-1.017402491,0.248029938,0.031474878,-2.2795264,-2.127013382,-2.804782972,-0.037671144,0.017705162
2017/6/3,4.022851558,-0.68217846,-1.52112348,-1.964271952,0.237596526,0.041792178,-1.972957804,-1.810800556,-3.092338922,0.00344018,-0.083976766
2017/6/4,4.093260258,-0.172895203,-4.0305436,-1.890782771,0.22425949,-0.21183785,-1.498664188,-1.407013411,3.307238454,0.137065658,-0.481831576
2017/6/5,0.854589928,-0.196127031,-1.73875409,15.40511489,0.237658753,-0.080981572,-1.760934975,-1.275790842,2.592192165,0.121892468,0.07772661
2017/6/6,2.193176337,-0.486707612,-1.884841816,4.162225438,0.212044736,0.042716801,-2.21736165,-1.817402806,0.272544321,0.154299697,0.150734239
2017/6/7,3.455055249,-2.725524774,-2.703959043,-2.359293957,-0.017587874,0.026259561,-2.053930098,-1.501150365,2.245308099,0.122260142,-0.335148435
2017/6/8,0.839390953,-0.479139772,-3.993749805,-4.263373836,0.212774999,0.023394875,-1.929268856,-1.413599847,4.085293892,0.101318853,-0.09217528
2017/6/9,4.803941513,-0.377643723,-4.731979588,-3.242032408,0.204352947,0.016321075,-2.033247907,-2.152784691,-0.667573895,0.131509326,-0.066309121
2017/6/10,6.213481684,-0.474285422,0.16694434,-2.891504168,0.225943036,0.036021924,-2.021933043,-1.920256732,-1.778379897,-0.152864486,0.02107055
2017/6/11,1.319174181,-4.018114919,-1.377306602,-1.752981046,0.243762394,0.019607283,-1.946407482,-1.874148795,-3.599596741,-0.024339602,0.037262102
2017/6/12,0.086174804,-1.776437549,-1.945483422,-5.248487526,0.212645309,-0.298894964,-2.248966073,-1.725200112,-0.654316568,0.127908697,-0.085618172
2017/6/13,1.070496167,-2.613677915,-1.775299177,3.832678427,0.21731087,0.031993005,-2.229022854,-1.950352068,2.076492023,0.123664742,-0.156578074
2017/6/14,4.200535563,-0.569089523,-1.122550696,-2.313027768,0.067157928,0.036418029,-2.339492041,-1.797921377,0.727814081,0.116302888,0.007765365
2017/6/15,1.027938949,-0.267046427,-1.37897927,-3.988771985,0.079721823,0.021161466,-2.229491908,-2.008891759,1.861221893,0.111702573,-0.197724384
2017/6/16,2.605147877,-0.384591478,-2.833639267,2.564462012,0.243671598,0.050793515,-2.104519211,-2.25245899,0.959020597,0.124237639,-0.322837757
2017/6/17,2.330130485,-0.349760564,-1.608480972,-5.112920835,0.246505118,0.030840049,-2.256852166,-1.828473857,-0.37448161,0.023250234,-0.195544837
2017/6/18,0.11691189,-0.678054899,-2.958135448,-4.588930132,0.262697318,0.022031643,-2.073848703,-2.008087807,-2.511661017,-0.375402085,-0.121609051
2017/6/19,0.729356264,-0.495038045,-2.34997644,-4.709539907,0.254889899,-0.083467057,-1.748557511,-1.730397871,0.644388299,0.119283997,-0.628908135
2017/6/20,-0.359946187,-3.463177951,-1.139163912,-5.794076325,-0.195225025,-0.220847802,-1.901722216,-1.597086036,1.565231679,0.100424065,-0.16864943
2017/6/21,0.257413092,-0.648472651,-2.556953698,4.856631185,0.258773443,0.013203913,-1.964136968,-1.905618737,2.964501299,0.124468433,-0.054149817
2017/6/22,0.288707598,-0.588597926,-3.142660852,-0.656787747,0.279660797,0.041800386,-2.177630299,-1.670707183,-1.514059574,0.134470843,-0.260329757
2017/6/23,-0.120372261,-0.599673955,-3.956125762,3.422832717,0.252447803,0.053005755,-2.05548116,-2.153235767,1.14517186,0.110048521,-0.093108226
2017/6/24,3.377822529,-0.53764521,-3.089881908,0.224085212,0.269414046,0.036098405,-1.969338418,-2.030785625,3.560800704,0.103161009,-0.147083344
2017/6/25,0.494986571,-1.516975383,-0.589702478,5.475815889,0.27873237,-0.669760627,-1.847260822,-1.773863523,2.057534523,0.026127156,-0.216657315
2017/6/26,1.864478668,-0.621598435,-3.460981113,1.369755254,0.283116014,0.033978928,-1.702356716,-1.747792957,-2.847583587,0.00640372,-0.145160628
2017/6/27,2.245895675,-0.430805265,-4.579222185,-1.859676375,0.170699569,0.010865495,-2.033800858,-1.528743758,2.054957186,0.120735365,0.160856332
2017/6/28,2.044072723,-0.903971932,-5.062237027,-2.923295901,0.250293594,0.0330381,-1.923512885,-1.553201738,0.041529903,0.120466197,0.174191732
2017/6/29,1.650797729,-0.085254527,-5.043552176,-2.884545214,0.247446534,0.049561526,-1.657308929,-1.794442155,1.912554968,0.141987049,-0.209610288
2017/6/30,0.803207039,-0.416810804,-0.162752996,-3.565422924,0.2372861,0.020032388,-2.004541132,-1.87729335,1.313791814,0.120330476,-0.129581376
2017/7/1,-0.674126265,-0.290569265,-2.925666924,-5.846233786,0.256603651,0.025232869,-2.143879125,-1.655945972,0.587174788,-0.003958583,-0.13308798
2017/7/2,0.110038418,-0.553088235,-4.04206937,-2.44571414,0.268691277,0.030809807,-1.959552156,-1.537251952,3.947428132,0.094619075,-0.015373341
2017/7/3,4.989965959,0.021207092,-2.821394709,-0.952647278,0.261045347,0.039361249,-1.961033461,-1.717583607,3.504561896,0.120377363,-0.09321282
2017/7/4,1.794554924,-0.605481607,-2.729132987,-2.767500971,0.259380606,-0.091021672,-1.932673351,-1.502518028,1.331639917,0.12272828,-0.33492177
2017/7/5,1.508103985,-2.187096156,-2.015440352,-0.286461348,0.254493648,0.034036579,-1.195341406,-1.696311969,1.591868938,0.116838454,-0.779510755
2017/7/6,1.986268863,-0.549982789,-2.922198536,-1.154987288,0.239806938,0.015806112,-1.821832961,-1.231563022,2.33294748,0.125091849,-0.339318351
2017/7/7,1.853148449,0.004013891,-1.329572704,1.28402932,0.251618244,0.025409629,-1.618470029,-1.558276243,1.498628167,0.10497973,-0.226305103
2017/7/8,1.053980248,-0.685189428,-2.548254841,-1.824884431,0.26556613,0.043270718,-1.652349407,-1.514646785,0.522368821,0.147814886,0.105901616
2017/7/9,1.458553983,0.078411885,-3.639093496,-3.99220833,0.123698586,-0.107387538,-1.483646478,-1.733106088,1.463666644,0.129121616,-0.03337751
2017/7/10,1.470556529,-0.600351119,-4.300432627,-4.554956476,0.267765337,0.034169078,-1.502816401,-1.857889168,1.681748915,0.111423429,0.085216022
2017/7/11,1.022995184,-0.472354834,-3.045034318,1.432009725,0.162250614,0.017561479,-1.967567617,-1.383056284,1.489085889,0.094801549,-0.019341449
2017/7/12,1.505263083,-1.338934053,-3.380920602,0.694668741,0.273326457,0.027007754,-1.945356724,-1.427831114,3.710139095,0.112174987,0.326194712
2017/7/13,0.910561126,-0.440260762,-2.488563905,4.98328578,0.062271661,0.007610702,-1.952842499,-1.714601032,4.104029262,0.108699609,-0.015648372
2017/7/14,0.788994914,-0.318815773,-0.677715955,3.138660333,0.254004012,0.018315266,-1.743110511,-1.415542431,3.445737399,0.105128143,-0.331891955
2017/7/15,1.01931547,-0.197047132,-1.990893067,3.538902213,0.249089522,0.035764898,-1.989283679,-2.29516527,-1.992987287,0.127737075,-0.197583734
2017/7/16,0.372224015,-0.467474467,-1.516085401,-3.314670021,0.234817184,-0.127261054,-2.366041167,-1.80166242,2.577808974,0.112864326,-0.019643686
2017/7/17,-1.058196509,-0.220643945,-4.210384577,-1.75933057,0.150498502,0.046099347,-1.447960664,-1.707579576,0.740558129,0.101780023,-0.27477697
2017/7/18,-0.612414695,0.473909083,-2.436593065,-1.225487744,0.264211711,0.038740084,-2.029287977,-1.762864628,-0.610597029,0.113858184,-0.673716504
2017/7/19,0.814047682,-0.287911298,-4.472340516,-1.178630508,0.26585183,-0.210998785,-1.872488663,-1.264523565,1.558020662,0.085986342,-0.606965285
2017/7/20,0.298466943,-0.332247354,-1.564328638,-0.794161649,0.252477394,0.015178867,-2.412809792,-1.490195736,2.310077162,0.107855931,-0.128606503
2017/7/21,-0.610828526,-0.499857352,-2.526203007,-3.041296353,0.252572678,0.030555904,-1.756946469,-1.884637818,-0.282886725,0.104095258,-0.192868598
